Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,8.38644193650882,0.98425333099143,-0.321728280503399,0,0,0,0.0388754856381894,1.11285813596862E-05,-1.24675957025975E-07,-3.59508234957696E-07,8.36189104764469E-06,4.29781622877737E-09,6.67987440144183E-06,0,0,0,0,0,0,package://宇树L6连接001.SLDASM/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://宇树L6连接001.SLDASM/meshes/base_link.STL,,螺钉 GB_T 818 M3 x 16.ipt_1-4;螺钉 GB_T 818 M3 x 16.ipt_1-5;螺母 GB_T 6170 M3.ipt_1-1;螺钉 GB_T 818 M3 x 16.ipt_1-2;螺钉 GB_T 818 M3 x 16.ipt_1-1;螺钉 GB_T 818 M3 x 16.ipt_1-7;螺钉 GB_T 818 M3 x 16.ipt_1-6;螺钉 GB_T 818 M3 x 16.ipt_1-3;宇树L6连接处.ipt_1-1;宇树L6法兰.ipt_1-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
